customerid,recency,frequency,monetary_value,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Persona
15358,5.0,22,8347.2,4,4,4,444,12,Champions
15360,40.0,1,427.93,3,1,2,312,6,New Customers
15361,362.0,1,418.92,1,1,2,112,4,Lost Customers
15363,373.0,1,326.0,1,1,2,112,4,Lost Customers
15364,96.0,2,913.19,2,2,3,223,7,Big Spenders
15365,26.0,7,2314.32,3,4,4,344,11,Champions
15366,75.0,2,602.51,2,2,2,222,6,Typical Customers
15367,57.0,4,1877.59,2,3,4,234,9,At Risk
15368,21.0,1,446.94,3,1,2,312,6,New Customers
15370,41.0,7,2386.05,3,4,4,344,11,Champions
15372,137.0,1,2007.4,2,1,4,214,7,Big Spenders
15373,8.0,12,2415.91,4,4,4,444,12,Champions
15374,129.0,1,168.0,2,1,1,211,4,Typical Customers
15376,40.0,3,1233.36,3,3,3,333,9,Champions
15379,169.0,7,3703.29,1,4,4,144,9,At Risk
15380,9.0,5,1690.26,4,4,4,444,12,Champions
15381,214.0,2,596.85,1,2,2,122,5,Typical Customers
15382,15.0,6,5955.71,4,4,4,444,12,Champions
15384,170.0,2,642.41,1,2,2,122,5,Typical Customers
15385,40.0,1,316.88,3,1,2,312,6,New Customers
15386,186.0,1,394.14,1,1,2,112,4,Lost Customers
15388,270.0,1,140.54,1,1,1,111,3,Lost Customers
15389,172.0,1,500.0,1,1,2,112,4,Lost Customers
15392,5.0,4,1535.53,4,3,3,433,10,Champions
15393,16.0,2,231.86,4,2,1,421,7,New Customers
15394,10.0,4,2183.54,4,3,4,434,11,Champions
15395,326.0,1,107.45,1,1,1,111,3,Lost Customers
15396,113.0,1,288.18,2,1,1,211,4,Typical Customers
15397,290.0,1,94.0,1,1,1,111,3,Lost Customers
15398,16.0,2,1345.53,4,2,3,423,9,Big Spenders
15399,1.0,3,815.77,4,3,3,433,10,Champions
15400,92.0,5,716.2,2,4,3,243,9,At Risk
15402,149.0,2,626.77,1,2,2,122,5,Typical Customers
15405,189.0,1,349.1,1,1,2,112,4,Lost Customers
15406,31.0,2,510.71,3,2,2,322,7,New Customers
15407,34.0,4,1056.44,3,3,3,333,9,Champions
15408,264.0,1,267.18,1,1,1,111,3,Lost Customers
15410,84.0,8,3450.84,2,4,4,244,10,At Risk
15411,26.0,4,1358.88,3,3,3,333,9,Champions
15412,171.0,1,190.53,1,1,1,111,3,Lost Customers
15414,10.0,3,774.9,4,3,3,433,10,Champions
15415,313.0,1,572.81,1,1,2,112,4,Lost Customers
15416,65.0,4,3984.32,2,3,4,234,9,At Risk
15417,85.0,1,508.8,2,1,2,212,5,Typical Customers
15419,25.0,1,135.86,3,1,1,311,5,New Customers
15421,59.0,4,950.36,2,3,3,233,8,At Risk
15422,323.0,2,97.7,1,2,1,121,4,Typical Customers
15423,38.0,1,43.5,3,1,1,311,5,New Customers
15424,254.0,2,383.34,1,2,2,122,5,Typical Customers
15426,19.0,5,1447.39,3,4,3,343,10,Champions
15427,33.0,3,1483.14,3,3,3,333,9,Champions
15428,15.0,1,93.78,4,1,1,411,6,New Customers
15429,27.0,2,397.35,3,2,2,322,7,New Customers
15432,23.0,1,171.19,3,1,1,311,5,New Customers
15433,214.0,2,533.3,1,2,2,122,5,Typical Customers
15434,8.0,5,1041.48,4,4,3,443,11,Champions
15435,22.0,1,149.29,3,1,1,311,5,New Customers
15436,12.0,3,1122.53,4,3,3,433,10,Champions
15437,262.0,1,200.16,1,1,1,111,3,Lost Customers
15438,131.0,1,156.58,2,1,1,211,4,Typical Customers
15440,55.0,3,383.68,2,3,2,232,7,At Risk
15442,249.0,1,594.0,1,1,2,112,4,Lost Customers
15443,2.0,7,3236.91,4,4,4,444,12,Champions
15444,9.0,2,1418.26,4,2,3,423,9,Big Spenders
15445,264.0,1,113.5,1,1,1,111,3,Lost Customers
15447,331.0,1,155.17,1,1,1,111,3,Lost Customers
15448,313.0,1,494.64,1,1,2,112,4,Lost Customers
15449,26.0,3,974.52,3,3,3,333,9,Champions
15450,30.0,1,429.84,3,1,2,312,6,New Customers
15452,30.0,3,538.73,3,3,2,332,8,Champions
15453,2.0,7,1388.37,4,4,3,443,11,Champions
15454,362.0,1,179.1,1,1,1,111,3,Lost Customers
15456,283.0,3,447.22,1,3,2,132,6,At Risk
15457,262.0,1,237.07,1,1,1,111,3,Lost Customers
15458,25.0,1,161.64,3,1,1,311,5,New Customers
15460,354.0,1,216.76,1,1,1,111,3,Lost Customers
15462,94.0,3,234.6,2,3,1,231,6,At Risk
15463,29.0,1,126.14,3,1,1,311,5,New Customers
15464,338.0,1,1048.85,1,1,3,113,5,Big Spenders
15465,20.0,18,7354.62,3,4,4,344,11,Champions
15466,85.0,1,334.53,2,1,2,212,5,Typical Customers
15467,9.0,3,524.88,4,3,2,432,9,Champions
15468,51.0,2,467.51,3,2,2,322,7,New Customers
15469,50.0,2,538.55,3,2,2,322,7,New Customers
15471,2.0,1,469.48,4,1,2,412,7,New Customers
15472,113.0,1,371.56,2,1,2,212,5,Typical Customers
15473,14.0,7,1771.2,4,4,4,444,12,Champions
15475,77.0,1,454.11,2,1,2,212,5,Typical Customers
15478,40.0,2,1441.42,3,2,3,323,8,Big Spenders
15480,116.0,1,905.5,2,1,3,213,6,Big Spenders
15482,16.0,12,11054.96,4,4,4,444,12,Champions
15483,161.0,4,233.81,1,3,1,131,5,At Risk
15484,1.0,4,3594.31,4,3,4,434,11,Champions
15485,30.0,3,2575.0,3,3,4,334,10,Champions
15488,93.0,1,91.32,2,1,1,211,4,Typical Customers
15489,23.0,3,1134.28,3,3,3,333,9,Champions
15491,95.0,6,3100.09,2,4,4,244,10,At Risk
15492,28.0,2,659.46,3,2,2,322,7,New Customers
15493,33.0,5,2001.8,3,4,4,344,11,Champions
15494,21.0,2,1299.23,3,2,3,323,8,Big Spenders
15497,18.0,2,1262.2,4,2,3,423,9,Big Spenders
15498,3.0,27,13316.4,4,4,4,444,12,Champions
15500,8.0,4,1131.56,4,3,3,433,10,Champions
15502,16.0,12,10384.93,4,4,4,444,12,Champions
15503,363.0,1,147.09,1,1,1,111,3,Lost Customers
15504,81.0,1,52.83,2,1,1,211,4,Typical Customers
15505,53.0,5,3610.96,2,4,4,244,10,At Risk
15506,23.0,3,979.26,3,3,3,333,9,Champions
15507,172.0,1,492.36,1,1,2,112,4,Lost Customers
15508,189.0,6,1000.27,1,4,3,143,8,At Risk
15510,331.0,1,250.0,1,1,1,111,3,Lost Customers
15511,12.0,5,909.23,4,4,3,443,11,Champions
15512,156.0,2,121.0,1,2,1,121,4,Typical Customers
15513,33.0,19,14758.22,3,4,4,344,11,Champions
15514,12.0,11,4139.46,4,4,4,444,12,Champions
15516,45.0,3,62.43,3,3,1,331,7,Champions
15517,233.0,1,267.03,1,1,1,111,3,Lost Customers
15518,64.0,8,1942.45,2,4,4,244,10,At Risk
15520,2.0,1,343.5,4,1,2,412,7,New Customers
15521,40.0,8,3000.2,3,4,4,344,11,Champions
15522,33.0,2,398.84,3,2,2,322,7,New Customers
15523,84.0,1,412.01,2,1,2,212,5,Typical Customers
15524,25.0,1,440.0,3,1,2,312,6,New Customers
15525,2.0,3,825.92,4,3,3,433,10,Champions
15526,33.0,2,148.44,3,2,1,321,6,New Customers
15527,19.0,8,2429.78,3,4,4,344,11,Champions
15528,254.0,1,229.33,1,1,1,111,3,Lost Customers
15529,23.0,11,3995.23,3,4,4,344,11,Champions
15530,22.0,4,1502.35,3,3,3,333,9,Champions
15531,8.0,2,2007.44,4,2,4,424,10,Big Spenders
15532,25.0,4,1580.93,3,3,3,333,9,Champions
15533,19.0,3,807.57,3,3,3,333,9,Champions
15535,173.0,4,536.4,1,3,2,132,6,At Risk
15537,163.0,1,110.92,1,1,1,111,3,Lost Customers
15539,7.0,1,538.46,4,1,2,412,7,New Customers
15540,11.0,1,213.3,4,1,1,411,6,New Customers
15541,114.0,1,85.13,2,1,1,211,4,Typical Customers
15543,288.0,1,127.86,1,1,1,111,3,Lost Customers
15544,9.0,9,3546.71,4,4,4,444,12,Champions
15545,54.0,2,292.72,2,2,1,221,5,Typical Customers
15547,7.0,14,4954.84,4,4,4,444,12,Champions
15549,77.0,3,1693.26,2,3,4,234,9,At Risk
15550,4.0,4,575.63,4,3,2,432,9,Champions
15551,37.0,1,436.06,3,1,2,312,6,New Customers
15552,217.0,1,90.12,1,1,1,111,3,Lost Customers
15553,60.0,1,437.23,2,1,2,212,5,Typical Customers
15554,278.0,1,217.2,1,1,1,111,3,Lost Customers
15555,12.0,16,4805.17,4,4,4,444,12,Champions
15556,24.0,1,279.77,3,1,1,311,5,New Customers
15557,29.0,1,473.65,3,1,2,312,6,New Customers
15561,12.0,4,800.59,4,3,3,433,10,Champions
15562,352.0,1,134.55,1,1,1,111,3,Lost Customers
15563,22.0,4,1400.44,3,3,3,333,9,Champions
15565,50.0,2,173.16,3,2,1,321,6,New Customers
15567,19.0,1,186.01,3,1,1,311,5,New Customers
15568,3.0,3,758.29,4,3,3,433,10,Champions
15569,104.0,5,1375.71,2,4,3,243,9,At Risk
15570,7.0,12,4165.52,4,4,4,444,12,Champions
15571,12.0,4,650.43,4,3,2,432,9,Champions
15572,5.0,7,2552.86,4,4,4,444,12,Champions
15573,32.0,2,607.45,3,2,2,322,7,New Customers
15574,178.0,4,702.25,1,3,3,133,7,At Risk
15576,38.0,1,940.67,3,1,3,313,7,Big Spenders
15577,151.0,3,258.88,1,3,1,131,5,At Risk
15578,162.0,1,127.1,1,1,1,111,3,Lost Customers
15579,69.0,2,348.6,2,2,2,222,6,Typical Customers
15581,121.0,13,3679.97,2,4,4,244,10,At Risk
15582,25.0,3,682.91,3,3,3,333,9,Champions
15584,24.0,4,725.11,3,3,3,333,9,Champions
15585,177.0,1,455.3,1,1,2,112,4,Lost Customers
15587,50.0,4,913.68,3,3,3,333,9,Champions
15589,256.0,3,478.53,1,3,2,132,6,At Risk
15592,47.0,1,388.58,3,1,2,312,6,New Customers
15593,71.0,1,199.8,2,1,1,211,4,Typical Customers
15594,16.0,5,1771.78,4,4,4,444,12,Champions
15596,101.0,5,1406.59,2,4,3,243,9,At Risk
15597,35.0,1,324.57,3,1,2,312,6,New Customers
15598,53.0,1,240.68,2,1,1,211,4,Typical Customers
15599,27.0,2,761.74,3,2,3,323,8,Big Spenders
15601,11.0,14,6776.56,4,4,4,444,12,Champions
15602,8.0,9,1297.87,4,4,3,443,11,Champions
15603,79.0,1,48.48,2,1,1,211,4,Typical Customers
15604,52.0,1,216.39,2,1,1,211,4,Typical Customers
15605,36.0,5,1198.23,3,4,3,343,10,Champions
15606,61.0,9,2920.16,2,4,4,244,10,At Risk
15607,337.0,1,104.76,1,1,1,111,3,Lost Customers
15608,28.0,4,1093.68,3,3,3,333,9,Champions
15609,184.0,1,298.48,1,1,1,111,3,Lost Customers
15610,52.0,1,112.46,2,1,1,211,4,Typical Customers
15611,10.0,13,1591.45,4,4,3,443,11,Champions
15612,36.0,2,195.15,3,2,1,321,6,New Customers
15615,10.0,23,10399.74,4,4,4,444,12,Champions
15618,33.0,4,776.85,3,3,3,333,9,Champions
15619,11.0,1,336.4,4,1,2,412,7,New Customers
15620,57.0,3,1553.18,2,3,3,233,8,At Risk
15621,4.0,4,1293.03,4,3,3,433,10,Champions
15622,43.0,9,3709.56,3,4,4,344,11,Champions
15623,141.0,1,301.03,2,1,1,211,4,Typical Customers
15624,117.0,4,588.13,2,3,2,232,7,At Risk
15625,104.0,4,1534.26,2,3,3,233,8,At Risk
15626,75.0,2,675.8,2,2,3,223,7,Big Spenders
15628,5.0,9,2870.24,4,4,4,444,12,Champions
15630,45.0,2,1186.35,3,2,3,323,8,Big Spenders
15632,16.0,8,3285.31,4,4,4,444,12,Champions
15634,17.0,1,243.55,4,1,1,411,6,New Customers
15636,90.0,2,724.76,2,2,3,223,7,Big Spenders
15637,53.0,1,223.36,2,1,1,211,4,Typical Customers
15639,134.0,1,425.32,2,1,2,212,5,Typical Customers
15640,4.0,15,12515.66,4,4,4,444,12,Champions
15641,105.0,4,1887.2,2,3,4,234,9,At Risk
15643,192.0,3,664.0,1,3,2,132,6,At Risk
15644,166.0,4,813.0,1,3,3,133,7,At Risk
15645,19.0,1,612.01,3,1,2,312,6,New Customers
15646,158.0,3,447.64,1,3,2,132,6,At Risk
15648,204.0,2,657.35,1,2,2,122,5,Typical Customers
15649,336.0,2,816.0,1,2,3,123,6,Big Spenders
15651,37.0,3,646.3,3,3,2,332,8,Champions
15652,91.0,1,337.74,2,1,2,212,5,Typical Customers
15653,93.0,2,877.44,2,2,3,223,7,Big Spenders
15654,9.0,2,922.53,4,2,3,423,9,Big Spenders
15655,243.0,1,560.67,1,1,2,112,4,Lost Customers
15656,45.0,4,748.5,3,3,3,333,9,Champions
15657,23.0,1,30.0,3,1,1,311,5,New Customers
15658,190.0,5,1024.1,1,4,3,143,8,At Risk
15659,44.0,1,306.45,3,1,1,311,5,New Customers
15660,25.0,9,1600.86,3,4,3,343,10,Champions
15661,317.0,2,309.8,1,2,2,122,5,Typical Customers
15663,106.0,1,138.14,2,1,1,211,4,Typical Customers
15664,51.0,1,386.43,3,1,2,312,6,New Customers
15665,168.0,2,2242.01,1,2,4,124,7,Big Spenders
15667,40.0,1,301.32,3,1,1,311,5,New Customers
15668,218.0,1,76.32,1,1,1,111,3,Lost Customers
15669,40.0,4,684.34,3,3,3,333,9,Champions
15670,297.0,1,173.05,1,1,1,111,3,Lost Customers
15671,19.0,7,2657.13,3,4,4,344,11,Champions
15673,88.0,4,2881.02,2,3,4,234,9,At Risk
15674,73.0,5,2446.6,2,4,4,244,10,At Risk
15675,81.0,3,323.69,2,3,2,232,7,At Risk
15676,19.0,3,3435.76,3,3,4,334,10,Champions
15677,49.0,1,657.23,3,1,2,312,6,New Customers
15678,53.0,1,352.7,2,1,2,212,5,Typical Customers
15679,24.0,4,781.28,3,3,3,333,9,Champions
15680,9.0,3,1333.68,4,3,3,433,10,Champions
15681,25.0,5,1426.16,3,4,3,343,10,Champions
15683,117.0,1,193.75,2,1,1,211,4,Typical Customers
15687,9.0,9,2993.1,4,4,4,444,12,Champions
15689,120.0,2,254.1,2,2,1,221,5,Typical Customers
15690,4.0,2,239.76,4,2,1,421,7,New Customers
15691,252.0,1,136.8,1,1,1,111,3,Lost Customers
15692,28.0,1,191.04,3,1,1,311,5,New Customers
15694,1.0,14,6479.4,4,4,4,444,12,Champions
15695,267.0,2,409.98,1,2,2,122,5,Typical Customers
15696,33.0,8,2736.46,3,4,4,344,11,Champions
15699,18.0,1,309.65,4,1,2,412,7,New Customers
15700,172.0,2,696.68,1,2,3,123,6,Big Spenders
15701,2.0,4,1542.14,4,3,3,433,10,Champions
15703,265.0,1,211.5,1,1,1,111,3,Lost Customers
15704,140.0,4,2293.62,2,3,4,234,9,At Risk
15705,201.0,1,143.1,1,1,1,111,3,Lost Customers
15706,64.0,4,1060.56,2,3,3,233,8,At Risk
15707,35.0,4,945.58,3,3,3,333,9,Champions
15708,41.0,7,3364.24,3,4,4,344,11,Champions
15709,284.0,1,133.25,1,1,1,111,3,Lost Customers
15712,9.0,5,1072.36,4,4,3,443,11,Champions
15713,143.0,2,356.7,1,2,2,122,5,Typical Customers
15714,12.0,2,330.88,4,2,2,422,8,New Customers
15716,146.0,4,1118.81,1,3,3,133,7,At Risk
15717,234.0,1,150.3,1,1,1,111,3,Lost Customers
15719,33.0,13,5045.61,3,4,4,344,11,Champions
15720,24.0,1,598.73,3,1,2,312,6,New Customers
15721,12.0,1,507.08,4,1,2,412,7,New Customers
15722,36.0,5,2222.56,3,4,4,344,11,Champions
15723,365.0,1,203.1,1,1,1,111,3,Lost Customers
15724,201.0,2,218.25,1,2,1,121,4,Typical Customers
15725,15.0,1,415.25,4,1,2,412,7,New Customers
15727,17.0,7,5178.96,4,4,4,444,12,Champions
15729,213.0,1,85.0,1,1,1,111,3,Lost Customers
15730,66.0,3,1120.88,2,3,3,233,8,At Risk
15732,212.0,2,294.12,1,2,1,121,4,Typical Customers
15733,283.0,1,162.3,1,1,1,111,3,Lost Customers
15734,115.0,2,1339.45,2,2,3,223,7,Big Spenders
15737,15.0,8,1205.12,4,4,3,443,11,Champions
15738,19.0,16,4812.42,3,4,4,344,11,Champions
15739,66.0,1,449.12,2,1,2,212,5,Typical Customers
15740,49.0,1,154.88,3,1,1,311,5,New Customers
15743,16.0,4,784.46,4,3,3,433,10,Champions
15744,78.0,1,34.8,2,1,1,211,4,Typical Customers
15745,19.0,4,1094.59,3,3,3,333,9,Champions
15746,134.0,1,196.88,2,1,1,211,4,Typical Customers
15747,13.0,3,974.04,4,3,3,433,10,Champions
15748,40.0,1,149.31,3,1,1,311,5,New Customers
15749,235.0,3,44534.3,1,3,4,134,8,At Risk
15750,3.0,8,2465.48,4,4,4,444,12,Champions
15752,40.0,7,2637.38,3,4,4,344,11,Champions
15753,305.0,1,79.2,1,1,1,111,3,Lost Customers
15754,51.0,3,458.57,3,3,2,332,8,Champions
15755,10.0,6,2364.25,4,4,4,444,12,Champions
15756,61.0,4,532.96,2,3,2,232,7,At Risk
15757,66.0,2,714.42,2,2,3,223,7,Big Spenders
15758,25.0,1,205.25,3,1,1,311,5,New Customers
15759,218.0,3,253.04,1,3,1,131,5,At Risk
15762,65.0,2,583.75,2,2,2,222,6,Typical Customers
15763,32.0,2,1086.92,3,2,3,323,8,Big Spenders
15764,88.0,6,3279.97,2,4,4,244,10,At Risk
15766,64.0,1,315.06,2,1,2,212,5,Typical Customers
15768,116.0,3,621.83,2,3,2,232,7,At Risk
15769,7.0,26,56252.72,4,4,4,444,12,Champions
15773,6.0,1,635.68,4,1,2,412,7,New Customers
15774,69.0,1,270.8,2,1,1,211,4,Typical Customers
15775,245.0,1,104.9,1,1,1,111,3,Lost Customers
15776,133.0,1,241.62,2,1,1,211,4,Typical Customers
15777,241.0,4,1047.11,1,3,3,133,7,At Risk
15780,184.0,3,475.28,1,3,2,132,6,At Risk
15781,25.0,3,345.46,3,3,2,332,8,Champions
15782,10.0,3,2614.74,4,3,4,434,11,Champions
15783,11.0,1,246.3,4,1,1,411,6,New Customers
15785,33.0,5,2328.97,3,4,4,344,11,Champions
15786,46.0,3,4932.2,3,3,4,334,10,Champions
15787,26.0,3,948.05,3,3,3,333,9,Champions
15789,358.0,1,351.3,1,1,2,112,4,Lost Customers
15790,10.0,1,220.85,4,1,1,411,6,New Customers
15791,44.0,2,1612.69,3,2,3,323,8,Big Spenders
15793,15.0,3,965.61,4,3,3,433,10,Champions
15795,150.0,1,610.01,1,1,2,112,4,Lost Customers
15796,1.0,8,2711.56,4,4,4,444,12,Champions
15797,113.0,4,2207.4,2,3,4,234,9,At Risk
15799,76.0,3,884.14,2,3,3,233,8,At Risk
15800,107.0,2,699.08,2,2,3,223,7,Big Spenders
15801,46.0,3,1063.95,3,3,3,333,9,Champions
15802,143.0,1,451.42,1,1,2,112,4,Lost Customers
15803,51.0,1,415.82,3,1,2,312,6,New Customers
15804,1.0,13,4206.39,4,4,4,444,12,Champions
15805,23.0,17,5528.48,3,4,4,344,11,Champions
15806,46.0,3,784.58,3,3,3,333,9,Champions
15807,50.0,3,903.9,3,3,3,333,9,Champions
15808,306.0,4,3734.97,1,3,4,134,8,At Risk
15809,36.0,5,515.77,3,4,2,342,9,Champions
15810,79.0,4,1391.98,2,3,3,233,8,At Risk
15811,22.0,6,2218.62,3,4,4,344,11,Champions
15812,107.0,5,1801.14,2,4,4,244,10,At Risk
15813,208.0,2,1303.91,1,2,3,123,6,Big Spenders
15814,17.0,4,1945.33,4,3,4,434,11,Champions
15815,64.0,5,2100.6,2,4,4,244,10,At Risk
15819,49.0,4,1905.45,3,3,4,334,10,Champions
15820,320.0,1,206.98,1,1,1,111,3,Lost Customers
15821,44.0,2,570.96,3,2,2,322,7,New Customers
15822,3.0,2,885.47,4,2,3,423,9,Big Spenders
15823,372.0,1,15.0,1,1,1,111,3,Lost Customers
15825,172.0,1,532.94,1,1,2,112,4,Lost Customers
15826,56.0,3,1654.31,2,3,3,233,8,At Risk
15827,73.0,14,1836.09,2,4,4,244,10,At Risk
15829,99.0,2,636.14,2,2,2,222,6,Typical Customers
15830,38.0,1,576.0,3,1,2,312,6,New Customers
15831,58.0,3,801.76,2,3,3,233,8,At Risk
15832,254.0,1,836.79,1,1,3,113,5,Big Spenders
15834,70.0,4,2233.75,2,3,4,234,9,At Risk
15835,44.0,4,954.09,3,3,3,333,9,Champions
15836,50.0,1,137.37,3,1,1,311,5,New Customers
15837,65.0,1,391.98,2,1,2,212,5,Typical Customers
15838,11.0,19,33643.08,4,4,4,444,12,Champions
15839,33.0,3,1048.49,3,3,3,333,9,Champions
15840,59.0,2,355.56,2,2,2,222,6,Typical Customers
15841,73.0,4,1224.06,2,3,3,233,8,At Risk
15843,304.0,1,118.95,1,1,1,111,3,Lost Customers
15844,46.0,1,130.74,3,1,1,311,5,New Customers
15845,18.0,8,3711.77,4,4,4,444,12,Champions
15847,38.0,2,389.27,3,2,2,322,7,New Customers
15850,19.0,2,238.85,3,2,1,321,6,New Customers
15852,187.0,2,160.71,1,2,1,121,4,Typical Customers
15853,52.0,1,110.8,2,1,1,211,4,Typical Customers
15854,4.0,12,2974.65,4,4,4,444,12,Champions
15855,137.0,5,712.24,2,4,3,243,9,At Risk
15856,4.0,27,16387.57,4,4,4,444,12,Champions
15857,19.0,1,297.0,3,1,1,311,5,New Customers
15858,16.0,5,1438.85,4,4,3,443,11,Champions
15860,41.0,8,977.21,3,4,3,343,10,Champions
15861,12.0,8,3165.36,4,4,4,444,12,Champions
15862,8.0,4,832.88,4,3,3,433,10,Champions
15863,26.0,2,68.84,3,2,1,321,6,New Customers
15864,22.0,6,1936.32,3,4,4,344,11,Champions
15865,41.0,3,895.13,3,3,3,333,9,Champions
15866,101.0,1,230.53,2,1,1,211,4,Typical Customers
15867,5.0,15,3812.64,4,4,4,444,12,Champions
15869,277.0,2,149.64,1,2,1,121,4,Typical Customers
15870,33.0,1,354.09,3,1,2,312,6,New Customers
15872,15.0,2,360.93,4,2,2,422,8,New Customers
15874,64.0,7,4405.88,2,4,4,244,10,At Risk
15877,2.0,2,493.28,4,2,2,422,8,New Customers
15880,369.0,1,343.28,1,1,2,112,4,Lost Customers
15881,312.0,5,501.39,1,4,2,142,7,At Risk
15882,199.0,4,516.36,1,3,2,132,6,At Risk
15883,2.0,2,396.48,4,2,2,422,8,New Customers
15885,93.0,3,379.35,2,3,2,232,7,At Risk
15886,60.0,1,181.09,2,1,1,211,4,Typical Customers
15888,81.0,1,168.31,2,1,1,211,4,Typical Customers
15889,157.0,2,446.87,1,2,2,122,5,Typical Customers
15891,227.0,1,524.52,1,1,2,112,4,Lost Customers
15894,253.0,2,263.55,1,2,1,121,4,Typical Customers
15895,150.0,1,179.17,1,1,1,111,3,Lost Customers
15897,194.0,2,222.05,1,2,1,121,4,Typical Customers
15898,1.0,5,1388.88,4,4,3,443,11,Champions
15899,369.0,1,56.25,1,1,1,111,3,Lost Customers
15900,24.0,1,351.11,3,1,2,312,6,New Customers
15901,17.0,3,363.88,4,3,2,432,9,Champions
15903,10.0,7,5126.76,4,4,4,444,12,Champions
15904,8.0,1,164.68,4,1,1,411,6,New Customers
15906,20.0,7,1567.69,3,4,3,343,10,Champions
15907,4.0,3,967.45,4,3,3,433,10,Champions
15909,174.0,1,191.94,1,1,1,111,3,Lost Customers
15910,1.0,8,1232.18,4,4,3,443,11,Champions
15912,178.0,2,264.62,1,2,1,121,4,Typical Customers
15916,16.0,8,1528.09,4,4,3,443,11,Champions
15917,248.0,1,123.1,1,1,1,111,3,Lost Customers
15918,191.0,2,334.23,1,2,2,122,5,Typical Customers
15919,20.0,2,639.89,3,2,2,322,7,New Customers
15920,154.0,4,167.5,1,3,1,131,5,At Risk
15921,173.0,1,336.03,1,1,2,112,4,Lost Customers
15922,373.0,1,369.5,1,1,2,112,4,Lost Customers
15923,373.0,1,127.08,1,1,1,111,3,Lost Customers
15925,194.0,1,207.15,1,1,1,111,3,Lost Customers
15930,67.0,1,426.63,2,1,2,212,5,Typical Customers
15932,4.0,8,2495.87,4,4,4,444,12,Champions
15933,21.0,3,1107.46,3,3,3,333,9,Champions
15935,239.0,2,416.86,1,2,2,122,5,Typical Customers
15937,64.0,1,145.35,2,1,1,211,4,Typical Customers
15938,112.0,5,404.58,2,4,2,242,8,At Risk
15939,90.0,15,6115.01,2,4,4,244,10,At Risk
15940,311.0,1,35.8,1,1,1,111,3,Lost Customers
15942,134.0,1,337.44,2,1,2,212,5,Typical Customers
15944,277.0,1,325.1,1,1,2,112,4,Lost Customers
15945,365.0,1,181.0,1,1,1,111,3,Lost Customers
15947,83.0,1,1708.24,2,1,4,214,7,Big Spenders
15948,8.0,2,955.24,4,2,3,423,9,Big Spenders
15949,17.0,2,364.72,4,2,2,422,8,New Customers
15950,32.0,4,1765.51,3,3,4,334,10,Champions
15951,9.0,2,708.22,4,2,3,423,9,Big Spenders
15952,34.0,4,806.57,3,3,3,333,9,Champions
15953,15.0,8,1659.38,4,4,3,443,11,Champions
15955,24.0,14,4416.26,3,4,4,344,11,Champions
15957,32.0,1,428.89,3,1,2,312,6,New Customers
15958,74.0,1,104.35,2,1,1,211,4,Typical Customers
15963,20.0,2,470.76,3,2,2,322,7,New Customers
15965,17.0,4,845.64,4,3,3,433,10,Champions
15967,23.0,2,418.83,3,2,2,322,7,New Customers
15969,3.0,3,666.1,4,3,2,432,9,Champions
15970,304.0,1,314.1,1,1,2,112,4,Lost Customers
15971,18.0,12,4199.85,4,4,4,444,12,Champions
15973,367.0,1,307.82,1,1,2,112,4,Lost Customers
15974,39.0,7,3442.15,3,4,4,344,11,Champions
15975,84.0,1,371.01,2,1,2,212,5,Typical Customers
15976,165.0,2,430.94,1,2,2,122,5,Typical Customers
15977,17.0,2,1054.73,4,2,3,423,9,Big Spenders
15978,77.0,1,1098.78,2,1,3,213,6,Big Spenders
15980,89.0,3,2398.86,2,3,4,234,9,At Risk
15981,25.0,8,3408.48,3,4,4,344,11,Champions
15983,22.0,4,1475.02,3,3,3,333,9,Champions
15984,3.0,10,2837.67,4,4,4,444,12,Champions
15985,123.0,2,1142.42,2,2,3,223,7,Big Spenders
15986,30.0,1,168.12,3,1,1,311,5,New Customers
15987,12.0,7,1451.28,4,4,3,443,11,Champions
15988,19.0,1,158.03,3,1,1,311,5,New Customers
15990,44.0,2,792.11,3,2,3,323,8,Big Spenders
15992,4.0,1,41.99,4,1,1,411,6,New Customers
15993,9.0,7,2797.57,4,4,4,444,12,Champions
15994,55.0,1,427.07,2,1,2,212,5,Typical Customers
15996,88.0,6,1060.68,2,4,3,243,9,At Risk
15998,37.0,5,3089.97,3,4,4,344,11,Champions
16000,3.0,3,12393.7,4,3,4,434,11,Champions
16003,30.0,5,2735.37,3,4,4,344,11,Champions
16005,12.0,4,615.39,4,3,2,432,9,Champions
16006,211.0,1,101.4,1,1,1,111,3,Lost Customers
16007,48.0,4,1701.94,3,3,4,334,10,Champions
16008,24.0,3,478.78,3,3,2,332,8,Champions
16009,22.0,4,992.71,3,3,3,333,9,Champions
16010,246.0,3,407.5,1,3,2,132,6,At Risk
16011,8.0,16,3362.71,4,4,4,444,12,Champions
16012,35.0,3,1415.29,3,3,3,333,9,Champions
16013,4.0,47,37130.6,4,4,4,444,12,Champions
16014,38.0,3,662.38,3,3,2,332,8,Champions
16015,4.0,3,705.39,4,3,3,433,10,Champions
16016,3.0,8,1508.76,4,4,3,443,11,Champions
16017,47.0,1,211.88,3,1,1,311,5,New Customers
16018,39.0,2,408.9,3,2,2,322,7,New Customers
16019,47.0,9,3786.24,3,4,4,344,11,Champions
16020,17.0,3,851.01,4,3,3,433,10,Champions
